yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,79654,26.1551249,50.5344606,,
2006,2006,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Kuwait, Kuwait,5,26.1551249,50.5344606,,
2006,2006,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,8191,26.1551249,50.5344606,,
2006,2006,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,53965,26.1551249,50.5344606,,
2006,2006,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,15973,26.1551249,50.5344606,,
