yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,1585418,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,3785196,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,222946,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,538,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,5866,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,1364,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,1315145,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,32530,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,7421883,32.3293809,-83.1137366,,
2018,2018,Import,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Armenia, Armenia,293887,32.3293809,-83.1137366,,
