yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,956268,25.62,42.35,37.977378106878206,73.97804075806764
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,3216804,25.62,42.35,51.67568633314729,27.673469819741847
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,1881602,25.62,42.35,43.897683433510366,-100.08947125585888
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,888801,25.62,42.35,59.36075159783851,25.01346951967388
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,277068,25.62,42.35,40.12399607988535,20.742583178432696
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,4234939,25.62,42.35,47.92172048214207,7.866753258497997
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,17012288,25.62,42.35,,
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Pakistan, Pakistan,2484270,25.62,42.35,,
2010,2010,Import,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,2296003,25.62,42.35,,
