yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,97,35.8885993,14.4476911,-16.85099460447687,133.4130365630627
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,448327,35.8885993,14.4476911,37.977378106878206,73.97804075806764
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1546371,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,622008,35.8885993,14.4476911,17.925141963241547,-78.01492950057497
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,122633,35.8885993,14.4476911,43.897683433510366,-100.08947125585888
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,778123,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,2290,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1783240,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,138966,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2504740,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,7973100,35.8885993,14.4476911,,
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,530,35.8885993,14.4476911,,
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,5623,35.8885993,14.4476911,,
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1116,35.8885993,14.4476911,,
2021,2021,Import,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,1293,35.8885993,14.4476911,,
