yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,2103,33.7680065,66.2385139,-16.85099460447687,133.4130365630627
2017,2017,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,39567,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2017,2017,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,1561,33.7680065,66.2385139,47.92172048214207,7.866753258497997
2017,2017,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,World,World,65866,33.7680065,66.2385139,,
2017,2017,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Pakistan, Pakistan,15760,33.7680065,66.2385139,,
2017,2017,Export,Afghanistan,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,3920,33.7680065,66.2385139,,
