yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Malta,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",202716639.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2018,2018.0,Import,Malta,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7999.0,,35.8885993,14.4476911,40.3936294,47.7872508
2018,2018.0,Import,Malta,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",128146.0,,35.8885993,14.4476911,-24.7761086,134.755
2018,2018.0,Import,Malta,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",685431.0,,35.8885993,14.4476911,47.59397,14.12456
2018,2018.0,Import,Malta,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",126.0,,35.8885993,14.4476911,26.1551249,50.5344606
2018,2018.0,Import,Malta,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5845480.0,,35.8885993,14.4476911,50.6402809,4.6667145
2018,2018.0,Import,Malta,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",177.0,,35.8885993,14.4476911,44.3053476,17.5961467
2018,2018.0,Import,Malta,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2799.0,,35.8885993,14.4476911,-10.3333333,-53.2
2018,2018.0,Import,Malta,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13370.0,,35.8885993,14.4476911,42.6073975,25.4856617
2018,2018.0,Import,Malta,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",707.0,,35.8885993,14.4476911,53.4250605,27.6971358
2018,2018.0,Import,Malta,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39168.0,,35.8885993,14.4476911,61.0666922,-107.991707
2018,2018.0,Import,Malta,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",864948.0,,35.8885993,14.4476911,7.5554942,80.7137847
2018,2018.0,Import,Malta,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",221.0,,35.8885993,14.4476911,-31.7613365,-71.3187697
2018,2018.0,Import,Malta,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2320452.0,,35.8885993,14.4476911,35.000074,104.999927
2018,2018.0,Import,Malta,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",547.0,,35.8885993,14.4476911,4.099917,-72.9088133
2018,2018.0,Import,Malta,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37402.0,,35.8885993,14.4476911,34.9823018,33.1451285
2018,2018.0,Import,Malta,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",693461.0,,35.8885993,14.4476911,49.7439047,15.3381061
2018,2018.0,Import,Malta,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",234778.0,,35.8885993,14.4476911,55.670249,10.3333283
2018,2018.0,Import,Malta,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47705.0,,35.8885993,14.4476911,58.7523778,25.3319078
2018,2018.0,Import,Malta,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77208.0,,35.8885993,14.4476911,63.2467777,25.9209164
2018,2018.0,Import,Malta,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14992020.0,,35.8885993,14.4476911,46.603354,1.8883335
2018,2018.0,Import,Malta,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35598667.0,,35.8885993,14.4476911,51.1638175,10.4478313
2018,2018.0,Import,Malta,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57.0,,35.8885993,14.4476911,8.0300284,-1.0800271
2018,2018.0,Import,Malta,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",363135.0,,35.8885993,14.4476911,38.9953683,21.9877132
2018,2018.0,Import,Malta,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39780.0,,35.8885993,14.4476911,22.350627,114.1849161
2018,2018.0,Import,Malta,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1471284.0,,35.8885993,14.4476911,47.1817585,19.5060937
2018,2018.0,Import,Malta,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",465151.0,,35.8885993,14.4476911,-2.4833826,117.8902853
2018,2018.0,Import,Malta,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",74240.0,,35.8885993,14.4476911,52.865196,-7.9794599
2018,2018.0,Import,Malta,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4069.0,,35.8885993,14.4476911,30.8124247,34.8594762
2018,2018.0,Import,Malta,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11565606.0,,35.8885993,14.4476911,42.6384261,12.674297
