yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,9795,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2010,2010,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,13823,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2010,2010,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin,World,World,53327,21.0000287,57.0036901,,
2010,2010,Re-Export,Oman,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,29709,21.0000287,57.0036901,,
