yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
1992,1992,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,283154,28.0000272,2.9999825,,
1993,1993,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,663482,28.0000272,2.9999825,,
1994,1994,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,648089,28.0000272,2.9999825,,
1995,1995,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,1750005,28.0000272,2.9999825,,
1996,1996,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,4261255,28.0000272,2.9999825,,
1997,1997,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,606901,28.0000272,2.9999825,,
1998,1998,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,1138440,28.0000272,2.9999825,,
1999,1999,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,6521327,28.0000272,2.9999825,,
2000,2000,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,9203672,28.0000272,2.9999825,,
2001,2001,Export,Algeria,90,"Optical, photo, technical, medical, etc apparatus",World,World,2591445,28.0000272,2.9999825,,
2002,2002,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",World,World,5836534,28.0000272,2.9999825,,
2004,2004,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",World,World,2842332,28.0000272,2.9999825,,
2005,2005,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",World,World,3004012,28.0000272,2.9999825,,
2006,2006,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, precision, med ...",World,World,4807075,28.0000272,2.9999825,,
2007,2007,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",World,World,5903997,28.0000272,2.9999825,,
2009,2009,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",World,World,4535323,28.0000272,2.9999825,,
2010,2010,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",World,World,3626807,28.0000272,2.9999825,,
2011,2011,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",World,World,2345406,28.0000272,2.9999825,,
2012,2012,Export,Algeria,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",World,World,3090482,28.0000272,2.9999825,,
