rtTitle,Subregion,rgDesc,TradeValue
Turkey,Afghanistan,Export,184978878
Turkey,Afghanistan,Import,5039429
Turkey,Algeria,Export,1037439419
Turkey,Algeria,Import,1065715933
Turkey,Armenia,Export,5784
Turkey,Armenia,Import,2626280
Turkey,Azerbaijan,Export,1311161282
Turkey,Azerbaijan,Import,252216301
Turkey,Bahrain,Export,64938467
Turkey,Bahrain,Import,71628074
Turkey,Comoros,Export,3076521
Turkey,Comoros,Import,2873334
Turkey,Cyprus,Export,886792128
Turkey,Cyprus,Import,58285460
Turkey,Djibouti,Export,29759723
Turkey,Djibouti,Import,383417
Turkey,Georgia,Export,681733265
Turkey,Georgia,Import,290618705
Turkey,Iraq,Export,5315769743
Turkey,Iraq,Import,152260763
Turkey,Israel,Export,1535255750
Turkey,Israel,Import,1305165193
Turkey,Jordan,Export,528675938
Turkey,Jordan,Import,42138317
Turkey,Kuwait,Export,371230601
Turkey,Kuwait,Import,214499796
Turkey,Lebanon,Export,583476686
Turkey,Lebanon,Import,228199810
Turkey,Libya,Export,1719300189
Turkey,Libya,Import,424373659
Turkey,Malta,Export,397727497
Turkey,Malta,Import,188230877
Turkey,Mauritania,Export,34920321
Turkey,Mauritania,Import,1438905
Turkey,Morocco,Export,510740420
Turkey,Morocco,Import,324637630
Turkey,Oman,Export,109881303
Turkey,Oman,Import,39463680
Turkey,Pakistan,Export,234717719
Turkey,Pakistan,Import,747963605
Turkey,Qatar,Export,114930103
Turkey,Qatar,Import,176749718
Turkey,Saudi Arabia,Export,1998986680
Turkey,Saudi Arabia,Import,1375842444
Turkey,State of Palestine,Export,38193709
Turkey,State of Palestine,Import,573501
Turkey,United Arab Emirates,Export,3160781708
Turkey,United Arab Emirates,Import,689651847
Turkey,World,Export,91743956230
Turkey,World,Import,156470264927
Turkey,Yemen,Export,304994754
Turkey,Yemen,Import,1042457
