yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Import,Qatar,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",71623433.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2019,2019.0,Import,Qatar,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14285.0,,25.3336984,51.2295295,-24.7761086,134.755
2019,2019.0,Import,Qatar,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",131677.0,,25.3336984,51.2295295,47.59397,14.12456
2019,2019.0,Import,Qatar,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",669827.0,,25.3336984,51.2295295,-10.3333333,-53.2
2019,2019.0,Import,Qatar,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",183334.0,,25.3336984,51.2295295,53.4250605,27.6971358
2019,2019.0,Import,Qatar,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",211961.0,,25.3336984,51.2295295,61.0666922,-107.991707
2019,2019.0,Import,Qatar,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",19577098.0,,25.3336984,51.2295295,35.000074,104.999927
2019,2019.0,Import,Qatar,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14418.0,,25.3336984,51.2295295,49.7439047,15.3381061
2019,2019.0,Import,Qatar,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",33716.0,,25.3336984,51.2295295,55.670249,10.3333283
2019,2019.0,Import,Qatar,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",79474.0,,25.3336984,51.2295295,63.2467777,25.9209164
2019,2019.0,Import,Qatar,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4539243.0,,25.3336984,51.2295295,46.603354,1.8883335
2019,2019.0,Import,Qatar,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8245551.0,,25.3336984,51.2295295,51.1638175,10.4478313
