yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Export,State of Palestine,World,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4363661.0,,31.46242095,34.262716572130714,-36.8535712,174.7456809
2013,2013.0,Export,State of Palestine,Belgium,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",24560.0,,31.46242095,34.262716572130714,50.6402809,4.6667145
2013,2013.0,Export,State of Palestine,France,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3062.0,,31.46242095,34.262716572130714,46.603354,1.8883335
2013,2013.0,Export,State of Palestine,Germany,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",65360.0,,31.46242095,34.262716572130714,51.1638175,10.4478313
2013,2013.0,Export,State of Palestine,Israel,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3457715.0,,31.46242095,34.262716572130714,30.8124247,34.8594762
2013,2013.0,Export,State of Palestine,Italy,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",175265.0,,31.46242095,34.262716572130714,42.6384261,12.674297
2013,2013.0,Export,State of Palestine,Jordan,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",177262.0,,31.46242095,34.262716572130714,31.1667049,36.941628
2013,2013.0,Export,State of Palestine,Netherlands,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3379.0,,31.46242095,34.262716572130714,52.2434979,5.6343227
2013,2013.0,Export,State of Palestine,Saudi Arabia,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",161611.0,,31.46242095,34.262716572130714,25.6242618,42.3528328
2013,2013.0,Export,State of Palestine,Sweden,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",6906.0,,31.46242095,34.262716572130714,59.6749712,14.5208584
2013,2013.0,Export,State of Palestine,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",135.0,,31.46242095,34.262716572130714,24.0002488,53.9994829
2013,2013.0,Export,State of Palestine,Turkey,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",11629.0,,31.46242095,34.262716572130714,38.9597594,34.9249653
2013,2013.0,Export,State of Palestine,United Kingdom,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",47937.0,,31.46242095,34.262716572130714,54.7023545,-3.2765753
2013,2013.0,Export,State of Palestine,USA,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",225792.0,,31.46242095,34.262716572130714,39.7837304,-100.445882
2013,2013.0,Export,State of Palestine,Yemen,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3050.0,,31.46242095,34.262716572130714,16.3471243,47.8915271
