yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,20,40.3936294,47.7872508,51.67568633314729,27.673469819741847
2015,2015,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,7,40.3936294,47.7872508,59.36075159783851,25.01346951967388
2015,2015,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,5,40.3936294,47.7872508,47.92172048214207,7.866753258497997
2015,2015,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,10704,40.3936294,47.7872508,,
2015,2015,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,7867,40.3936294,47.7872508,,
2015,2015,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,2803,40.3936294,47.7872508,,
