yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,52249823,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,1088079,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,3514830,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,19486818,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,4786290,31.1728205,-7.3362482,19.569604022535763,12.47761721199581
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,80336817,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,11093455,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,16024491,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,137904,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,78754525,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2012,2012,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,World,World,269077023,31.1728205,-7.3362482,,
