yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,4881653,25.6242618,42.3528328,,
2016,2016,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Bahrain, Bahrain,277366,25.6242618,42.3528328,,
2016,2016,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Kuwait, Kuwait,835300,25.6242618,42.3528328,,
2016,2016,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Qatar, Qatar,2550973,25.6242618,42.3528328,,
2016,2016,Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,1218013,25.6242618,42.3528328,,
