rtTitle,Subregion,rgDesc,TradeValue
United Arab Emirates,Afghanistan,Export,23814457
United Arab Emirates,Afghanistan,Import,87568
United Arab Emirates,Afghanistan,Re-Export,23412227
United Arab Emirates,Algeria,Export,1864300
United Arab Emirates,Algeria,Import,34579
United Arab Emirates,Algeria,Re-Export,1864300
United Arab Emirates,Armenia,Export,290378
United Arab Emirates,Armenia,Re-Export,290378
United Arab Emirates,Azerbaijan,Export,2914568
United Arab Emirates,Azerbaijan,Import,12121
United Arab Emirates,Azerbaijan,Re-Export,2908683
United Arab Emirates,Bahrain,Export,130417189
United Arab Emirates,Bahrain,Import,88042706
United Arab Emirates,Bahrain,Re-Export,110889946
United Arab Emirates,Comoros,Export,1577609
United Arab Emirates,Comoros,Re-Export,1533875
United Arab Emirates,Cyprus,Export,8337305
United Arab Emirates,Cyprus,Import,3888250
United Arab Emirates,Cyprus,Re-Export,8331346
United Arab Emirates,Djibouti,Export,8588465
United Arab Emirates,Djibouti,Import,24072
United Arab Emirates,Djibouti,Re-Export,8143662
United Arab Emirates,Jordan,Export,8244098
United Arab Emirates,Jordan,Import,7467099
United Arab Emirates,Jordan,Re-Export,7815690
United Arab Emirates,Kuwait,Export,253202469
United Arab Emirates,Kuwait,Import,15547845
United Arab Emirates,Kuwait,Re-Export,237695149
United Arab Emirates,Lebanon,Export,14387046
United Arab Emirates,Lebanon,Import,23667117
United Arab Emirates,Lebanon,Re-Export,14219543
United Arab Emirates,Libya,Export,11306172
United Arab Emirates,Libya,Import,61629
United Arab Emirates,Libya,Re-Export,11266730
United Arab Emirates,Malta,Export,2909499
United Arab Emirates,Malta,Import,2504836
United Arab Emirates,Malta,Re-Export,2903779
United Arab Emirates,Mauritania,Export,460626
United Arab Emirates,Mauritania,Re-Export,460626
United Arab Emirates,Morocco,Export,2593456
United Arab Emirates,Morocco,Import,428037
United Arab Emirates,Morocco,Re-Export,2581801
United Arab Emirates,Oman,Export,46075827
United Arab Emirates,Oman,Import,1609014
United Arab Emirates,Oman,Re-Export,16372593
United Arab Emirates,Pakistan,Export,133735459
United Arab Emirates,Pakistan,Import,28218350
United Arab Emirates,Pakistan,Re-Export,123448676
United Arab Emirates,Qatar,Export,131361505
United Arab Emirates,Qatar,Import,3756675
United Arab Emirates,Qatar,Re-Export,127891243
United Arab Emirates,Saudi Arabia,Export,202582143
United Arab Emirates,Saudi Arabia,Import,92866281
United Arab Emirates,Saudi Arabia,Re-Export,172544957
United Arab Emirates,World,Export,3379460091
United Arab Emirates,World,Import,5498477030
United Arab Emirates,World,Re-Export,2799648240
United Arab Emirates,Yemen,Export,123721318
United Arab Emirates,Yemen,Import,2137505
United Arab Emirates,Yemen,Re-Export,93169506
