yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,15779,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,561978,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,8891,26.1551249,50.5344606,,
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,771352,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,510041,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,412589,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,13128,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,560531,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,75617,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,439039,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,6219224,26.1551249,50.5344606,,
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,3471,26.1551249,50.5344606,,
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,894,26.1551249,50.5344606,,
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,54558,26.1551249,50.5344606,,
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,421183,26.1551249,50.5344606,,
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,11471,26.1551249,50.5344606,,
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1638330,26.1551249,50.5344606,,
2006,2006,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,405683,26.1551249,50.5344606,,
