yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Malta,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2528699.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2017,2017.0,Export,Malta,Afghanistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",606.0,,35.8885993,14.4476911,33.7680065,66.2385139
2017,2017.0,Export,Malta,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5016.0,,35.8885993,14.4476911,-24.7761086,134.755
2017,2017.0,Export,Malta,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2693.0,,35.8885993,14.4476911,42.6073975,25.4856617
2017,2017.0,Export,Malta,Myanmar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1208.0,,35.8885993,14.4476911,17.1750495,95.9999652
2017,2017.0,Export,Malta,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2092.0,,35.8885993,14.4476911,61.0666922,-107.991707
2017,2017.0,Export,Malta,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",753.0,,35.8885993,14.4476911,35.000074,104.999927
2017,2017.0,Export,Malta,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",746.0,,35.8885993,14.4476911,49.7439047,15.3381061
2017,2017.0,Export,Malta,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2310.0,,35.8885993,14.4476911,46.603354,1.8883335
2017,2017.0,Export,Malta,Georgia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",56.0,,35.8885993,14.4476911,32.3293809,-83.1137366
2017,2017.0,Export,Malta,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",620259.0,,35.8885993,14.4476911,51.1638175,10.4478313
2017,2017.0,Export,Malta,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1213.0,,35.8885993,14.4476911,33.0955793,44.1749775
2017,2017.0,Export,Malta,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5205.0,,35.8885993,14.4476911,52.865196,-7.9794599
2017,2017.0,Export,Malta,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",225.0,,35.8885993,14.4476911,30.8124247,34.8594762
2017,2017.0,Export,Malta,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",260457.0,,35.8885993,14.4476911,42.6384261,12.674297
2017,2017.0,Export,Malta,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8640.0,,35.8885993,14.4476911,36.5748441,139.2394179
2017,2017.0,Export,Malta,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",188067.0,,35.8885993,14.4476911,26.8234472,18.1236723
2017,2017.0,Export,Malta,Morocco,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5887.0,,35.8885993,14.4476911,31.1728205,-7.3362482
2017,2017.0,Export,Malta,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",777.0,,35.8885993,14.4476911,52.2434979,5.6343227
2017,2017.0,Export,Malta,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",95624.0,,35.8885993,14.4476911,-41.5000831,172.8344077
2017,2017.0,Export,Malta,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",59459.0,,35.8885993,14.4476911,60.5000209,9.0999715
2017,2017.0,Export,Malta,Guinea-Bissau,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",554.0,,35.8885993,14.4476911,12.100035,-14.9000214
2017,2017.0,Export,Malta,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2097.0,,35.8885993,14.4476911,25.3336984,51.2295295
2017,2017.0,Export,Malta,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7785.0,,35.8885993,14.4476911,44.1534121,20.55144
2017,2017.0,Export,Malta,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13.0,,35.8885993,14.4476911,22.3511148,78.6677428
2017,2017.0,Export,Malta,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",143.0,,35.8885993,14.4476911,1.357107,103.8194992
