yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,13501,31.1728205,-7.3362482,19.569604022535763,12.47761721199581
2008,2008,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,45350,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2008,2008,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,32538,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2008,2008,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,635,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2008,2008,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,281684,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2008,2008,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,49225,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2008,2008,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,445594,31.1728205,-7.3362482,,
