yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,39810,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,86,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,598444,25.3336984,51.2295295,,
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,412,25.3336984,51.2295295,,
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,46327,25.3336984,51.2295295,,
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,66829,25.3336984,51.2295295,,
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,3750,25.3336984,51.2295295,,
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,336722,25.3336984,51.2295295,,
2011,2011,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,26407,25.3336984,51.2295295,,
