yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Import,Morocco,World,4.0,Dairy produce; birds eggs; natural honey;,285149515.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2011,2011.0,Import,Morocco,Argentina,4.0,Dairy produce; birds eggs; natural honey;,8564213.0,,31.1728205,-7.3362482,-34.9964963,-64.9672817
2011,2011.0,Import,Morocco,Australia,4.0,Dairy produce; birds eggs; natural honey;,1982018.0,,31.1728205,-7.3362482,-24.7761086,134.755
2011,2011.0,Import,Morocco,Austria,4.0,Dairy produce; birds eggs; natural honey;,1420909.0,,31.1728205,-7.3362482,47.59397,14.12456
2011,2011.0,Import,Morocco,Belgium,4.0,Dairy produce; birds eggs; natural honey;,12225330.0,,31.1728205,-7.3362482,50.6402809,4.6667145
2011,2011.0,Import,Morocco,Brazil,4.0,Dairy produce; birds eggs; natural honey;,1366716.0,,31.1728205,-7.3362482,-10.3333333,-53.2
2011,2011.0,Import,Morocco,Canada,4.0,Dairy produce; birds eggs; natural honey;,1030200.0,,31.1728205,-7.3362482,61.0666922,-107.991707
2011,2011.0,Import,Morocco,Chile,4.0,Dairy produce; birds eggs; natural honey;,2280464.0,,31.1728205,-7.3362482,-31.7613365,-71.3187697
2011,2011.0,Import,Morocco,China,4.0,Dairy produce; birds eggs; natural honey;,1249089.0,,31.1728205,-7.3362482,35.000074,104.999927
2011,2011.0,Import,Morocco,Denmark,4.0,Dairy produce; birds eggs; natural honey;,34070.0,,31.1728205,-7.3362482,55.670249,10.3333283
2011,2011.0,Import,Morocco,France,4.0,Dairy produce; birds eggs; natural honey;,31855331.0,,31.1728205,-7.3362482,46.603354,1.8883335
2011,2011.0,Import,Morocco,Germany,4.0,Dairy produce; birds eggs; natural honey;,5197712.0,,31.1728205,-7.3362482,51.1638175,10.4478313
2011,2011.0,Import,Morocco,Hungary,4.0,Dairy produce; birds eggs; natural honey;,8814.0,,31.1728205,-7.3362482,47.1817585,19.5060937
2011,2011.0,Import,Morocco,Ireland,4.0,Dairy produce; birds eggs; natural honey;,10288482.0,,31.1728205,-7.3362482,52.865196,-7.9794599
2011,2011.0,Import,Morocco,Italy,4.0,Dairy produce; birds eggs; natural honey;,915707.0,,31.1728205,-7.3362482,42.6384261,12.674297
2011,2011.0,Import,Morocco,Jordan,4.0,Dairy produce; birds eggs; natural honey;,21001.0,,31.1728205,-7.3362482,31.1667049,36.941628
2011,2011.0,Import,Morocco,Kuwait,4.0,Dairy produce; birds eggs; natural honey;,2039.0,,31.1728205,-7.3362482,29.2733964,47.4979476
2011,2011.0,Import,Morocco,Latvia,4.0,Dairy produce; birds eggs; natural honey;,228619.0,,31.1728205,-7.3362482,56.8406494,24.7537645
2011,2011.0,Import,Morocco,Malaysia,4.0,Dairy produce; birds eggs; natural honey;,6549.0,,31.1728205,-7.3362482,4.5693754,102.2656823
2011,2011.0,Import,Morocco,Mexico,4.0,Dairy produce; birds eggs; natural honey;,108689.0,,31.1728205,-7.3362482,23.6585116,-102.0077097
2011,2011.0,Import,Morocco,Netherlands,4.0,Dairy produce; birds eggs; natural honey;,47042073.0,,31.1728205,-7.3362482,52.2434979,5.6343227
2011,2011.0,Import,Morocco,New Zealand,4.0,Dairy produce; birds eggs; natural honey;,72167808.0,,31.1728205,-7.3362482,-41.5000831,172.8344077
2011,2011.0,Import,Morocco,Poland,4.0,Dairy produce; birds eggs; natural honey;,2734694.0,,31.1728205,-7.3362482,52.215933,19.134422
2011,2011.0,Import,Morocco,Portugal,4.0,Dairy produce; birds eggs; natural honey;,1299054.0,,31.1728205,-7.3362482,39.6621648,-8.1353519
2011,2011.0,Import,Morocco,Senegal,4.0,Dairy produce; birds eggs; natural honey;,11247.0,,31.1728205,-7.3362482,14.4750607,-14.4529612
2011,2011.0,Import,Morocco,India,4.0,Dairy produce; birds eggs; natural honey;,4112124.0,,31.1728205,-7.3362482,22.3511148,78.6677428
2011,2011.0,Import,Morocco,Spain,4.0,Dairy produce; birds eggs; natural honey;,462475.0,,31.1728205,-7.3362482,39.3260685,-4.8379791
2011,2011.0,Import,Morocco,Switzerland,4.0,Dairy produce; birds eggs; natural honey;,2389.0,,31.1728205,-7.3362482,46.7985624,8.2319736
2011,2011.0,Import,Morocco,Thailand,4.0,Dairy produce; birds eggs; natural honey;,265.0,,31.1728205,-7.3362482,14.8971921,100.83273
2011,2011.0,Import,Morocco,Tunisia,4.0,Dairy produce; birds eggs; natural honey;,198802.0,,31.1728205,-7.3362482,33.8439408,9.400138
2011,2011.0,Import,Morocco,Turkey,4.0,Dairy produce; birds eggs; natural honey;,58311.0,,31.1728205,-7.3362482,38.9597594,34.9249653
2011,2011.0,Import,Morocco,Ukraine,4.0,Dairy produce; birds eggs; natural honey;,901116.0,,31.1728205,-7.3362482,49.4871968,31.2718321
2011,2011.0,Import,Morocco,Egypt,4.0,Dairy produce; birds eggs; natural honey;,4224123.0,,31.1728205,-7.3362482,26.2540493,29.2675469
2011,2011.0,Import,Morocco,United Kingdom,4.0,Dairy produce; birds eggs; natural honey;,1199898.0,,31.1728205,-7.3362482,54.7023545,-3.2765753
2011,2011.0,Import,Morocco,USA,4.0,Dairy produce; birds eggs; natural honey;,64460355.0,,31.1728205,-7.3362482,39.7837304,-100.445882
2011,2011.0,Import,Morocco,Uruguay,4.0,Dairy produce; birds eggs; natural honey;,7488830.0,,31.1728205,-7.3362482,-32.8755548,-56.0201525
