yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,266,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,706606,33.8750629,35.843409,37.977378106878206,73.97804075806764
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,448078,33.8750629,35.843409,51.67568633314729,27.673469819741847
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,241061,33.8750629,35.843409,,
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,781385,33.8750629,35.843409,17.925141963241547,-78.01492950057497
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,291332,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,3140588,33.8750629,35.843409,59.36075159783851,25.01346951967388
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,645438,33.8750629,35.843409,10.528384761701911,103.08333472012376
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,478,33.8750629,35.843409,25.499703063807168,75.5024015339642
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1026683,33.8750629,35.843409,40.12399607988535,20.742583178432696
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,9147,33.8750629,35.843409,6.06272746187266,22.727528470146083
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1981478,33.8750629,35.843409,26.42921218083572,52.86847103284948
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,4390821,33.8750629,35.843409,47.92172048214207,7.866753258497997
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,15338949,33.8750629,35.843409,,
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,57966,33.8750629,35.843409,,
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,1521,33.8750629,35.843409,,
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,32,33.8750629,35.843409,,
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1575356,33.8750629,35.843409,,
2020,2020,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,7413,33.8750629,35.843409,,
