rtTitle,Subregion,rgDesc,TradeValue
Morocco,Afghanistan,Export,163482
Morocco,Afghanistan,Import,219282
Morocco,Algeria,Export,152385529
Morocco,Algeria,Import,514560448
Morocco,Armenia,Export,491241
Morocco,Armenia,Import,60268
Morocco,Azerbaijan,Export,883619
Morocco,Azerbaijan,Import,42511
Morocco,Bahrain,Export,3075764
Morocco,Bahrain,Import,78566784
Morocco,Comoros,Export,2694441
Morocco,Comoros,Import,226
Morocco,Cyprus,Export,2268001
Morocco,Cyprus,Import,1371225
Morocco,Djibouti,Export,223114171
Morocco,Georgia,Export,2238390
Morocco,Georgia,Import,484714
Morocco,Iraq,Export,60739124
Morocco,Iraq,Import,64884
Morocco,Jordan,Export,21968277
Morocco,Jordan,Import,23516706
Morocco,Kuwait,Export,10843819
Morocco,Kuwait,Import,23615078
Morocco,Lebanon,Export,68829249
Morocco,Lebanon,Import,25370773
Morocco,Libya,Export,86084919
Morocco,Libya,Import,20220389
Morocco,Malta,Export,7662710
Morocco,Malta,Import,2063922
Morocco,Mauritania,Export,192532062
Morocco,Mauritania,Import,2465976
Morocco,Oman,Export,50397651
Morocco,Oman,Import,43298128
Morocco,Pakistan,Export,369345200
Morocco,Pakistan,Import,35805865
Morocco,Qatar,Export,38022470
Morocco,Qatar,Import,52581063
Morocco,Saudi Arabia,Export,101488259
Morocco,Saudi Arabia,Import,1212431238
Morocco,State of Palestine,Export,3144776
Morocco,State of Palestine,Import,540185
Morocco,United Arab Emirates,Export,86340240
Morocco,United Arab Emirates,Import,893356242
Morocco,Yemen,Export,3111755
Morocco,Yemen,Import,38377
