yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,5700,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,77129,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,1670,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,80803,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,496494,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,1252883,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,1542,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,3908617,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,World,World,5843742,31.1728205,-7.3362482,,
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin, Lebanon, Lebanon,2834,31.1728205,-7.3362482,,
2005,2005,Import,Morocco,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,16068,31.1728205,-7.3362482,,
