yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1778203,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1160582,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1093,32.3293809,-83.1137366,,
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,664,32.3293809,-83.1137366,17.925141963241547,-78.01492950057497
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,39088,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,415284,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,82974,32.3293809,-83.1137366,10.528384761701911,103.08333472012376
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,352708,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,489346,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,2,32.3293809,-83.1137366,6.06272746187266,22.727528470146083
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,5514300,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1771819,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,11893168,32.3293809,-83.1137366,,
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,102969,32.3293809,-83.1137366,,
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,7010,32.3293809,-83.1137366,,
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,6689,32.3293809,-83.1137366,,
2013,2013,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,130248,32.3293809,-83.1137366,,
