yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,601245,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,669841,31.1667049,36.941628,37.977378106878206,73.97804075806764
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,19085,31.1667049,36.941628,51.67568633314729,27.673469819741847
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,183140,31.1667049,36.941628,,
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,402206,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1287667,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,952175,31.1667049,36.941628,59.36075159783851,25.01346951967388
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,297468,31.1667049,36.941628,10.528384761701911,103.08333472012376
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,870978,31.1667049,36.941628,40.12399607988535,20.742583178432696
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,5580,31.1667049,36.941628,6.06272746187266,22.727528470146083
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,327992,31.1667049,36.941628,26.42921218083572,52.86847103284948
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2780405,31.1667049,36.941628,47.92172048214207,7.866753258497997
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,11127253,31.1667049,36.941628,,
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,22379,31.1667049,36.941628,,
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,2523,31.1667049,36.941628,,
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,37913,31.1667049,36.941628,,
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,7883,31.1667049,36.941628,,
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,3161,31.1667049,36.941628,,
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,2200808,31.1667049,36.941628,,
2006,2006,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,300188,31.1667049,36.941628,,
