yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,17737,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2003,2003,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,53569,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,1484,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,1625,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,26963,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,5761,26.1551249,50.5344606,,
