yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,927,33.87,35.84,-16.85099460447687,133.4130365630627
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,3802,33.87,35.84,51.67568633314729,27.673469819741847
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,232,33.87,35.84,59.36075159783851,25.01346951967388
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,6631,33.87,35.84,25.499703063807168,75.5024015339642
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4509,33.87,35.84,40.12399607988535,20.742583178432696
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,62965,33.87,35.84,6.06272746187266,22.727528470146083
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,3596,33.87,35.84,26.42921218083572,52.86847103284948
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,5319,33.87,35.84,47.92172048214207,7.866753258497997
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,188725,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,72,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,3,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,15716,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,127,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,14711,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,663,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Libya, Libya,4001,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Mauritania, Mauritania,2120,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,133,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,35667,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,2600,33.87,35.84,,
2002,2002,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,11314,33.87,35.84,,
