yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,rtLat,rtLon,ptLat_export,ptLon_export,mid,TradeValue_import,ptLat_import,ptLon_import
2018.0,2018.0,Export,Kuwait,World,21.0,Miscellaneous edible preparations,40469391.0,,,-36.8535712,174.7456809,212018Kuwait,274783725.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,22.0,"Beverages, spirits and vinegar",45574041.0,,,-36.8535712,174.7456809,222018Kuwait,168325951.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,23.0,"Food industries, residues and wastes thereof; prepared animal fodder",220911.0,,,-36.8535712,174.7456809,232018Kuwait,78317866.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,26.0,"Ores, slag and ash",206888.0,,,-36.8535712,174.7456809,262018Kuwait,27461596.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,27.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",65391330025.0,,,-36.8535712,174.7456809,272018Kuwait,210060697.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,28.0,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",46112497.0,,,-36.8535712,174.7456809,282018Kuwait,120474709.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,29.0,Organic chemicals,2103505758.0,,,-36.8535712,174.7456809,292018Kuwait,265592381.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,30.0,Pharmaceutical products,34945691.0,,,-36.8535712,174.7456809,302018Kuwait,1326662066.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,31.0,Fertilizers,135409871.0,,,-36.8535712,174.7456809,312018Kuwait,11585447.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,32.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",8174627.0,,,-36.8535712,174.7456809,322018Kuwait,165234703.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,33.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",19969431.0,,,-36.8535712,174.7456809,332018Kuwait,612492340.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,34.0,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",21073438.0,,,-36.8535712,174.7456809,342018Kuwait,321990471.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,757981.0,,,-36.8535712,174.7456809,352018Kuwait,33586438.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,819058.0,,,-36.8535712,174.7456809,362018Kuwait,21716418.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,37.0,Photographic or cinematographic goods,98629.0,,,-36.8535712,174.7456809,372018Kuwait,14321396.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,38.0,Chemical products n.e.c.,152667347.0,,,-36.8535712,174.7456809,382018Kuwait,553028544.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,39.0,Plastics and articles thereof,811789572.0,,,-36.8535712,174.7456809,392018Kuwait,857415429.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,40.0,Rubber and articles thereof,7397362.0,,,-36.8535712,174.7456809,402018Kuwait,288993142.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,41.0,Raw hides and skins (other than furskins) and leather,1013488.0,,,-36.8535712,174.7456809,412018Kuwait,380164.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,42.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",6231462.0,,,-36.8535712,174.7456809,422018Kuwait,221402421.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,43.0,Furskins and artificial fur; manufactures thereof,33274.0,,,-36.8535712,174.7456809,432018Kuwait,1650414.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,44.0,Wood and articles of wood; wood charcoal,4138801.0,,,-36.8535712,174.7456809,442018Kuwait,254908924.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,45.0,Cork and articles of cork,72001.0,,,-36.8535712,174.7456809,452018Kuwait,1345919.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",457953.0,,,-36.8535712,174.7456809,462018Kuwait,4960048.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,17088313.0,,,-36.8535712,174.7456809,472018Kuwait,12923082.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,48.0,"Paper and paperboard; articles of paper pulp, of paper or paperboard",80895132.0,,,-36.8535712,174.7456809,482018Kuwait,400260548.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,49.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2553515.0,,,-36.8535712,174.7456809,492018Kuwait,56210700.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,51.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",209909.0,,,-36.8535712,174.7456809,512018Kuwait,8672782.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,52.0,Cotton,370895.0,,,-36.8535712,174.7456809,522018Kuwait,26133626.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,53.0,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,8489.0,,,-36.8535712,174.7456809,532018Kuwait,3290719.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,54.0,Man-made filaments; strip and the like of man-made textile materials,2834381.0,,,-36.8535712,174.7456809,542018Kuwait,76053912.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,55.0,Man-made staple fibres,554987.0,,,-36.8535712,174.7456809,552018Kuwait,60033673.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,56.0,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",190076.0,,,-36.8535712,174.7456809,562018Kuwait,19577738.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,57.0,Carpets and other textile floor coverings,2839919.0,,,-36.8535712,174.7456809,572018Kuwait,60290826.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,58.0,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",201011.0,,,-36.8535712,174.7456809,582018Kuwait,25049490.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,59.0,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",117034.0,,,-36.8535712,174.7456809,592018Kuwait,19742996.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,60.0,Fabrics; knitted or crocheted,71116.0,,,-36.8535712,174.7456809,602018Kuwait,18227858.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,61.0,Apparel and clothing accessories; knitted or crocheted,13184679.0,,,-36.8535712,174.7456809,612018Kuwait,574985435.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,62.0,Apparel and clothing accessories; not knitted or crocheted,22977716.0,,,-36.8535712,174.7456809,622018Kuwait,558105528.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,64.0,Footwear; gaiters and the like; parts of such articles,11664584.0,,,-36.8535712,174.7456809,642018Kuwait,292409595.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,65.0,Headgear and parts thereof,605562.0,,,-36.8535712,174.7456809,652018Kuwait,20936435.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,67.0,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",39807.0,,,-36.8535712,174.7456809,672018Kuwait,12743887.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6220292.0,,,-36.8535712,174.7456809,682018Kuwait,294179819.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,69.0,Ceramic products,4201097.0,,,-36.8535712,174.7456809,692018Kuwait,176622424.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,70.0,Glass and glassware,79364756.0,,,-36.8535712,174.7456809,702018Kuwait,200534535.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,71.0,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",68538762.0,,,-36.8535712,174.7456809,712018Kuwait,1389135514.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,73.0,Iron or steel articles,87718025.0,,,-36.8535712,174.7456809,732018Kuwait,2155296776.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,74.0,Copper and articles thereof,41953570.0,,,-36.8535712,174.7456809,742018Kuwait,202640518.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,76.0,Aluminium and articles thereof,46385165.0,,,-36.8535712,174.7456809,762018Kuwait,649014731.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,79.0,Zinc and articles thereof,1547797.0,,,-36.8535712,174.7456809,792018Kuwait,16986083.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,80.0,Tin; articles thereof,115411.0,,,-36.8535712,174.7456809,802018Kuwait,1461918.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,81.0,"Metals; n.e.c., cermets and articles thereof",142602.0,,,-36.8535712,174.7456809,812018Kuwait,2671062.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6681706.0,,,-36.8535712,174.7456809,822018Kuwait,107811443.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,83.0,Metal; miscellaneous products of base metal,4254353.0,,,-36.8535712,174.7456809,832018Kuwait,114923210.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",287039468.0,,,-36.8535712,174.7456809,842018Kuwait,4759942403.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,85.0,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",202004864.0,,,-36.8535712,174.7456809,852018Kuwait,4236259476.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,88.0,"Aircraft, spacecraft and parts thereof",672218.0,,,-36.8535712,174.7456809,882018Kuwait,24998824.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,89.0,"Ships, boats and floating structures",225806692.0,,,-36.8535712,174.7456809,892018Kuwait,320863780.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,90.0,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",80142446.0,,,-36.8535712,174.7456809,902018Kuwait,1084680879.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,91.0,Clocks and watches and parts thereof,73440076.0,,,-36.8535712,174.7456809,912018Kuwait,238751975.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,92.0,Musical instruments; parts and accessories of such articles,121371.0,,,-36.8535712,174.7456809,922018Kuwait,2695331.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,93.0,Arms and ammunition; parts and accessories thereof,2642075.0,,,-36.8535712,174.7456809,932018Kuwait,17285302.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,97.0,Works of art; collectors' pieces and antiques,345775.0,,,-36.8535712,174.7456809,972018Kuwait,23485757.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Kuwait,World,99.0,Commodities not specified according to kind,133701332.0,,,-36.8535712,174.7456809,992018Kuwait,41664963.0,-36.8535712,174.7456809
