yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2019,2019,Import,Saudi Arabia,South Africa,70,Glass and glassware,277287,,,-28.8166236,24.991639
2019,2019,Import,Saudi Arabia,Spain,70,Glass and glassware,4542063,,,39.3260685,-4.8379791
2019,2019,Import,Saudi Arabia,Sweden,70,Glass and glassware,130361,,,59.6749712,14.5208584
2019,2019,Import,Saudi Arabia,Switzerland,70,Glass and glassware,2677853,,,46.7985624,8.2319736
2019,2019,Import,Saudi Arabia,Syria,70,Glass and glassware,37232,,,34.6401861,39.0494106
2019,2019,Import,Saudi Arabia,Thailand,70,Glass and glassware,2996572,,,14.8971921,100.83273
2019,2019,Import,Saudi Arabia,United Arab Emirates,70,Glass and glassware,117398997,,,24.0002488,53.9994829
2019,2019,Import,Saudi Arabia,Tunisia,70,Glass and glassware,340036,,,33.8439408,9.400138
2019,2019,Import,Saudi Arabia,Turkey,70,Glass and glassware,14857486,,,38.9597594,34.9249653
2019,2019,Import,Saudi Arabia,Ukraine,70,Glass and glassware,33162,,,49.4871968,31.2718321
2019,2019,Import,Saudi Arabia,North Macedonia,70,Glass and glassware,3127,,,,
2019,2019,Import,Saudi Arabia,Egypt,70,Glass and glassware,4101351,,,26.2540493,29.2675469
2019,2019,Import,Saudi Arabia,United Kingdom,70,Glass and glassware,4965446,,,54.7023545,-3.2765753
2019,2019,Import,Saudi Arabia,USA,70,Glass and glassware,22204724,,,,
2019,2019,Import,Saudi Arabia,"Areas, nes",70,Glass and glassware,296160,,,,
