yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Australia and New Zealand,Oceania,2053
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Central Asia,Asia,272
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Eastern Asia,Asia,11896
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Eastern Europe,Europe,1877
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Northern Africa,Africa,9893
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Northern America,Americas,13038
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Northern Europe,Europe,11131
2020,2020,Export,Cyprus,65,Headgear and parts thereof,South-eastern Asia,Asia,1435
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Southern Europe,Europe,30442
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Sub-Saharan Africa,Africa,1698
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Western Asia,Asia,367
2020,2020,Export,Cyprus,65,Headgear and parts thereof,Western Europe,Europe,798
2020,2020,Export,Cyprus,65,Headgear and parts thereof,World,World,105556
