yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,915,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2010,2010,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,24302,40.7696272,44.6736646,,
2010,2010,Re-Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,23387,40.7696272,44.6736646,,
