yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,8329,29.2733964,47.4979476,-16.85099460447687,133.4130365630627
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2952608,29.2733964,47.4979476,37.977378106878206,73.97804075806764
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,174123,29.2733964,47.4979476,51.67568633314729,27.673469819741847
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,83058,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,25294,29.2733964,47.4979476,17.925141963241547,-78.01492950057497
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3726626,29.2733964,47.4979476,43.897683433510366,-100.08947125585888
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,536235,29.2733964,47.4979476,59.36075159783851,25.01346951967388
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,458820,29.2733964,47.4979476,10.528384761701911,103.08333472012376
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,5666,29.2733964,47.4979476,25.499703063807168,75.5024015339642
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4400466,29.2733964,47.4979476,40.12399607988535,20.742583178432696
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,35805,29.2733964,47.4979476,6.06272746187266,22.727528470146083
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,495466,29.2733964,47.4979476,26.42921218083572,52.86847103284948
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3422236,29.2733964,47.4979476,47.92172048214207,7.866753258497997
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,30467431,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,21687,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,168,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,130616,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,602,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Malta, Malta,42974,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,1153,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1511,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,4745570,29.2733964,47.4979476,,
2019,2019,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,2765924,29.2733964,47.4979476,,
