yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,Eastern Asia,Asia,290194
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,Eastern Europe,Europe,141
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,Northern Africa,Africa,20277
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,Northern America,Americas,3929
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,Northern Europe,Europe,27950
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,South-eastern Asia,Asia,1013456
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,Southern Europe,Europe,1261
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,Sub-Saharan Africa,Africa,34177
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,Western Europe,Europe,120821
2014,2014,Import,Comoros,96,Miscellaneous manufactured articles,World,World,2388102
