yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Australia and New Zealand,Oceania,536951
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Eastern Asia,Asia,764
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Eastern Europe,Europe,54009
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Latin America and the Caribbean,Americas,160864
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Northern Africa,Africa,27684
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Northern America,Americas,3028047
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Northern Europe,Europe,378462
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Southern Europe,Europe,77034
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Sub-Saharan Africa,Africa,253404
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Western Asia,Asia,403260
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",Western Europe,Europe,589663
2001,2001,Export,Lebanon,15,"Animal,vegetable fats and oils, cleavage products, etc",World,World,9445583
