yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Oman,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,275215,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2008,2008,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,21654,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2008,2008,Export,Oman,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,19810528,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2008,2008,Export,Oman,11,Products of the milling industry; malt; starches; inulin,World,World,30222949,21.0000287,57.0036901,,
