yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Australia and New Zealand,Oceania,26258,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Central Asia,Asia,39333,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,784331,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Latin America and the Caribbean,Americas,74274,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,2098858,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,1326443,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,South-eastern Asia,Asia,52714,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,650762,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,6291792,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,5737830,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sudan,Sudan,1041568,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,249808,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,4704907,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,31415792,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Afghanistan, Afghanistan,2270,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Algeria, Algeria,2836,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Azerbaijan, Azerbaijan,1291440,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Bahrain, Bahrain,6250,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Cyprus, Cyprus,517119,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Georgia, Georgia,2627144,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Iraq, Iraq,1456186,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Israel, Israel,868761,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Jordan, Jordan,179785,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Kuwait, Kuwait,114704,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Libya, Libya,627,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Mauritania, Mauritania,75546,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Morocco, Morocco,197677,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Oman, Oman,11633,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Qatar, Qatar,96769,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Saudi Arabia, Saudi Arabia,867517,38.9597594,34.9249653,,
2017,2017,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,16046,38.9597594,34.9249653,,
