rtTitle,Subregion,rgDesc,TradeValue
Lebanon,Afghanistan,Export,223616
Lebanon,Afghanistan,Import,1210949
Lebanon,Algeria,Export,23663497
Lebanon,Algeria,Import,46299844
Lebanon,Armenia,Export,328526
Lebanon,Armenia,Import,1665723
Lebanon,Azerbaijan,Export,1653815
Lebanon,Azerbaijan,Import,74579
Lebanon,Bahrain,Export,18656971
Lebanon,Bahrain,Import,12700631
Lebanon,Comoros,Export,4367
Lebanon,Cyprus,Export,12058377
Lebanon,Cyprus,Import,18984582
Lebanon,Djibouti,Export,4331900
Lebanon,Djibouti,Import,890
Lebanon,Georgia,Export,255361
Lebanon,Georgia,Import,37261819
Lebanon,Iraq,Export,143351539
Lebanon,Iraq,Import,3633022
Lebanon,Jordan,Export,99995789
Lebanon,Jordan,Import,125171331
Lebanon,Kuwait,Export,46106733
Lebanon,Kuwait,Import,249868310
Lebanon,Libya,Export,13409161
Lebanon,Libya,Import,55372303
Lebanon,Malta,Export,594603
Lebanon,Malta,Import,751018
Lebanon,Mauritania,Export,1385125
Lebanon,Mauritania,Import,1522460
Lebanon,Morocco,Export,9511973
Lebanon,Morocco,Import,106976459
Lebanon,Oman,Export,12316048
Lebanon,Oman,Import,17656716
Lebanon,Pakistan,Export,774844
Lebanon,Pakistan,Import,29018690
Lebanon,Qatar,Export,56915938
Lebanon,Qatar,Import,24157171
Lebanon,Saudi Arabia,Export,245453602
Lebanon,Saudi Arabia,Import,339649183
Lebanon,State of Palestine,Import,9415
Lebanon,United Arab Emirates,Export,248533743
Lebanon,United Arab Emirates,Import,312275734
Lebanon,Yemen,Export,6791642
Lebanon,Yemen,Import,1147116
