yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Malta,World,4.0,Dairy produce; birds eggs; natural honey;,198726.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2006,2006.0,Export,Malta,Libya,4.0,Dairy produce; birds eggs; natural honey;,19981.0,,35.8885993,14.4476911,26.8234472,18.1236723
2006,2006.0,Export,Malta,Saudi Arabia,4.0,Dairy produce; birds eggs; natural honey;,128345.0,,35.8885993,14.4476911,25.6242618,42.3528328
2006,2006.0,Export,Malta,Switzerland,4.0,Dairy produce; birds eggs; natural honey;,763.0,,35.8885993,14.4476911,46.7985624,8.2319736
2006,2006.0,Export,Malta,United Arab Emirates,4.0,Dairy produce; birds eggs; natural honey;,49636.0,,35.8885993,14.4476911,24.0002488,53.9994829
