yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,1179583,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,133,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Pakistan, Pakistan,80393,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,277,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,524363,26.1551249,50.5344606,,
2003,2003,Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,23407,26.1551249,50.5344606,,
