yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,93868,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,11661,31.1667049,36.941628,26.42921218083572,52.86847103284948
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,954934,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,4069,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,374486,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,8444,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,15854,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,57138,31.1667049,36.941628,,
2011,2011,Re-Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,18694,31.1667049,36.941628,,
