yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Australia and New Zealand,Oceania,57605
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Eastern Asia,Asia,359357
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Eastern Europe,Europe,2414
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Latin America and the Caribbean,Americas,43419
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Northern America,Americas,26247
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Northern Europe,Europe,134039
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,South-eastern Asia,Asia,74285
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Southern Asia,Asia,14680
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Southern Europe,Europe,2952761
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,Western Europe,Europe,1063819
2004,2004,Re-Export,Cyprus,76,Aluminum and articles thereof,World,World,5785161
