yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Afghanistan,World,4.0,Dairy produce; birds eggs; natural honey;,35977.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2010,2010.0,Export,Afghanistan,Australia,4.0,Dairy produce; birds eggs; natural honey;,4446.0,,33.7680065,66.2385139,-24.7761086,134.755
2010,2010.0,Export,Afghanistan,Pakistan,4.0,Dairy produce; birds eggs; natural honey;,24340.0,,33.7680065,66.2385139,30.3308401,71.247499
2010,2010.0,Export,Afghanistan,Saudi Arabia,4.0,Dairy produce; birds eggs; natural honey;,5692.0,,33.7680065,66.2385139,25.6242618,42.3528328
2010,2010.0,Export,Afghanistan,Sweden,4.0,Dairy produce; birds eggs; natural honey;,1500.0,,33.7680065,66.2385139,59.6749712,14.5208584
