yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Import,Malta,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",132139619.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2012,2012.0,Import,Malta,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17974.0,,35.8885993,14.4476911,-24.7761086,134.755
2012,2012.0,Import,Malta,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",650257.0,,35.8885993,14.4476911,47.59397,14.12456
2012,2012.0,Import,Malta,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3867564.0,,35.8885993,14.4476911,50.6402809,4.6667145
2012,2012.0,Import,Malta,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14889.0,,35.8885993,14.4476911,42.6073975,25.4856617
2012,2012.0,Import,Malta,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26068.0,,35.8885993,14.4476911,61.0666922,-107.991707
2012,2012.0,Import,Malta,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",793895.0,,35.8885993,14.4476911,7.5554942,80.7137847
2012,2012.0,Import,Malta,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2223132.0,,35.8885993,14.4476911,35.000074,104.999927
2012,2012.0,Import,Malta,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",97469.0,,35.8885993,14.4476911,34.9823018,33.1451285
2012,2012.0,Import,Malta,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1598213.0,,35.8885993,14.4476911,49.7439047,15.3381061
2012,2012.0,Import,Malta,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",202541.0,,35.8885993,14.4476911,55.670249,10.3333283
2012,2012.0,Import,Malta,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59926.0,,35.8885993,14.4476911,63.2467777,25.9209164
2012,2012.0,Import,Malta,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14512868.0,,35.8885993,14.4476911,46.603354,1.8883335
2012,2012.0,Import,Malta,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25850613.0,,35.8885993,14.4476911,51.1638175,10.4478313
2012,2012.0,Import,Malta,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",203402.0,,35.8885993,14.4476911,38.9953683,21.9877132
2012,2012.0,Import,Malta,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",78935.0,,35.8885993,14.4476911,22.350627,114.1849161
2012,2012.0,Import,Malta,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",563269.0,,35.8885993,14.4476911,47.1817585,19.5060937
2012,2012.0,Import,Malta,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54999.0,,35.8885993,14.4476911,-2.4833826,117.8902853
2012,2012.0,Import,Malta,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",96846.0,,35.8885993,14.4476911,52.865196,-7.9794599
2012,2012.0,Import,Malta,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1208.0,,35.8885993,14.4476911,30.8124247,34.8594762
2012,2012.0,Import,Malta,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9335728.0,,35.8885993,14.4476911,42.6384261,12.674297
2012,2012.0,Import,Malta,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14624756.0,,35.8885993,14.4476911,36.5748441,139.2394179
2012,2012.0,Import,Malta,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4276602.0,,35.8885993,14.4476911,,
2012,2012.0,Import,Malta,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1348.0,,35.8885993,14.4476911,29.2733964,47.4979476
