yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2010,2010,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,31191
2010,2010,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,1574947
2010,2010,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,1999152
2010,2010,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,676089
2010,2010,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,2831421
2010,2010,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,World,World,15797552
