yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,rtLat,rtLon,ptLat_export,ptLon_export,mid,TradeValue_import,ptLat_import,ptLon_import
2021.0,2021.0,Export,Turkey,World,1.0,Animals; live,106121167.0,38.9597594,34.9249653,-36.8535712,174.7456809,12021Turkey,310235425.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,2.0,Meat and edible meat offal,878930223.0,38.9597594,34.9249653,-36.8535712,174.7456809,22021Turkey,76364636.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,3.0,"Fish and crustaceans, molluscs and other aquatic invertebrates",1299704705.0,38.9597594,34.9249653,-36.8535712,174.7456809,32021Turkey,206813910.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,4.0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",858647483.0,38.9597594,34.9249653,-36.8535712,174.7456809,42021Turkey,109919960.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,5.0,Animal originated products; not elsewhere specified or included,98416503.0,38.9597594,34.9249653,-36.8535712,174.7456809,52021Turkey,69607652.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,6.0,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",148886707.0,38.9597594,34.9249653,-36.8535712,174.7456809,62021Turkey,53222485.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,7.0,Vegetables and certain roots and tubers; edible,1748933495.0,38.9597594,34.9249653,-36.8535712,174.7456809,72021Turkey,731123512.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,8.0,"Fruit and nuts, edible; peel of citrus fruit or melons",5367333247.0,38.9597594,34.9249653,-36.8535712,174.7456809,82021Turkey,918572290.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,9.0,"Coffee, tea, mate and spices",271283968.0,38.9597594,34.9249653,-36.8535712,174.7456809,92021Turkey,373912096.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,10.0,Cereals,416431868.0,38.9597594,34.9249653,-36.8535712,174.7456809,102021Turkey,4248703112.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,11.0,"Products of the milling industry; malt, starches, inulin, wheat gluten",1439726169.0,38.9597594,34.9249653,-36.8535712,174.7456809,112021Turkey,175765228.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,12.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",579050473.0,38.9597594,34.9249653,-36.8535712,174.7456809,122021Turkey,2593948726.0,-36.8535712,174.7456809
2021.0,2021.0,Export,Turkey,World,13.0,"Lac; gums, resins and other vegetable saps and extracts",36850066.0,38.9597594,34.9249653,-36.8535712,174.7456809,132021Turkey,78105356.0,-36.8535712,174.7456809
