yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2007,2007,Export,Libya,31,Fertilizers,Eastern Asia,Asia,2971556
2007,2007,Export,Libya,31,Fertilizers,Latin America and the Caribbean,Americas,11798730
2007,2007,Export,Libya,31,Fertilizers,Northern Africa,Africa,6925471
2007,2007,Export,Libya,31,Fertilizers,Northern America,Americas,87607887
2007,2007,Export,Libya,31,Fertilizers,Northern Europe,Europe,1133054
2007,2007,Export,Libya,31,Fertilizers,Southern Europe,Europe,3473622
2007,2007,Export,Libya,31,Fertilizers,Sub-Saharan Africa,Africa,2557830
2007,2007,Export,Libya,31,Fertilizers,Western Asia,Asia,61814125
2007,2007,Export,Libya,31,Fertilizers,Western Europe,Europe,20049622
2007,2007,Export,Libya,31,Fertilizers,World,World,239619364
