yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Israel,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,6000,30.8124247,34.8594762,51.67568633314729,27.673469819741847
2002,2002,Export,Israel,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,5000,30.8124247,34.8594762,,
2002,2002,Export,Israel,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,93000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2002,2002,Export,Israel,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,191000,30.8124247,34.8594762,59.36075159783851,25.01346951967388
2002,2002,Export,Israel,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,768000,30.8124247,34.8594762,6.06272746187266,22.727528470146083
2002,2002,Export,Israel,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,68000,30.8124247,34.8594762,47.92172048214207,7.866753258497997
2002,2002,Export,Israel,11,Products of the milling industry; malt; starches; inulin,World,World,1180000,30.8124247,34.8594762,,
2002,2002,Export,Israel,11,Products of the milling industry; malt; starches; inulin, Cyprus, Cyprus,49000,30.8124247,34.8594762,,
