yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,45909,25.62,42.35,,
2005,2005,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,33631,25.62,42.35,6.06272746187266,22.727528470146083
2005,2005,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,31495,25.62,42.35,47.92172048214207,7.866753258497997
2005,2005,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,234882,25.62,42.35,,
2005,2005,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,34965,25.62,42.35,,
2005,2005,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,27492,25.62,42.35,,
2005,2005,Re-Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,32296,25.62,42.35,,
