yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,8422,31.17,-7.33,43.897683433510366,-100.08947125585888
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,10784680,31.17,-7.33,6.06272746187266,22.727528470146083
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Tunisia,Tunisia,264172,31.17,-7.33,,
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,163621,31.17,-7.33,26.42921218083572,52.86847103284948
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,2718,31.17,-7.33,47.92172048214207,7.866753258497997
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,World,World,32416807,31.17,-7.33,,
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Algeria, Algeria,349718,31.17,-7.33,,
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Libya, Libya,20687776,31.17,-7.33,,
2003,2003,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Mauritania, Mauritania,154008,31.17,-7.33,,
