yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,13503,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2002,2002,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,33202,26.1551249,50.5344606,,
2002,2002,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,4066,26.1551249,50.5344606,,
2002,2002,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,7729,26.1551249,50.5344606,,
2002,2002,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,7721,26.1551249,50.5344606,,
