yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Import,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1595503227.0,,30.3308401,71.247499,-36.8535712,174.7456809
2012,2012.0,Import,Pakistan,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",86224.0,,30.3308401,71.247499,33.7680065,66.2385139
2012,2012.0,Import,Pakistan,American Samoa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5613.0,,30.3308401,71.247499,-14.297124,-170.7131481
2012,2012.0,Import,Pakistan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46839.0,,30.3308401,71.247499,-34.9964963,-64.9672817
2012,2012.0,Import,Pakistan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1366872.0,,30.3308401,71.247499,-24.7761086,134.755
2012,2012.0,Import,Pakistan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12948.0,,30.3308401,71.247499,47.59397,14.12456
2012,2012.0,Import,Pakistan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6150.0,,30.3308401,71.247499,26.1551249,50.5344606
2012,2012.0,Import,Pakistan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4147.0,,30.3308401,71.247499,24.4769288,90.2934413
2012,2012.0,Import,Pakistan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",342424.0,,30.3308401,71.247499,50.6402809,4.6667145
2012,2012.0,Import,Pakistan,Bhutan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14001.0,,30.3308401,71.247499,27.549511,90.5119273
2012,2012.0,Import,Pakistan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1618.0,,30.3308401,71.247499,-10.3333333,-53.2
2012,2012.0,Import,Pakistan,Br. Virgin Isds,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1771792.0,,30.3308401,71.247499,,
2012,2012.0,Import,Pakistan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",884903.0,,30.3308401,71.247499,42.6073975,25.4856617
2012,2012.0,Import,Pakistan,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31748240.0,,30.3308401,71.247499,53.4250605,27.6971358
2012,2012.0,Import,Pakistan,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",529.0,,30.3308401,71.247499,12.5433216,104.8144914
2012,2012.0,Import,Pakistan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",161855.0,,30.3308401,71.247499,61.0666922,-107.991707
2012,2012.0,Import,Pakistan,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3501.0,,30.3308401,71.247499,7.5554942,80.7137847
2012,2012.0,Import,Pakistan,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7835.0,,30.3308401,71.247499,-31.7613365,-71.3187697
2012,2012.0,Import,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",179349476.0,,30.3308401,71.247499,35.000074,104.999927
2012,2012.0,Import,Pakistan,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79148.0,,30.3308401,71.247499,-2.9814344,23.8222636
2012,2012.0,Import,Pakistan,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21.0,,30.3308401,71.247499,34.9823018,33.1451285
2012,2012.0,Import,Pakistan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",517779.0,,30.3308401,71.247499,49.7439047,15.3381061
2012,2012.0,Import,Pakistan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",869229.0,,30.3308401,71.247499,55.670249,10.3333283
2012,2012.0,Import,Pakistan,South Georgia and the South Sandwich Islands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39141.0,,30.3308401,71.247499,-54.8432857,-35.8090698
2012,2012.0,Import,Pakistan,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31557.0,,30.3308401,71.247499,63.2467777,25.9209164
2012,2012.0,Import,Pakistan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2321736.0,,30.3308401,71.247499,46.603354,1.8883335
2012,2012.0,Import,Pakistan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36739768.0,,30.3308401,71.247499,51.1638175,10.4478313
