yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Australia and New Zealand,Oceania,11181,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,1406309,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,654,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,53074,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,55292,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,17981,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Asia,Asia,4614,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,43782,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,3032,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,159572,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,1971143,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Lebanon, Lebanon,3311,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Pakistan, Pakistan,3814,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Saudi Arabia, Saudi Arabia,24689,26.1551249,50.5344606,,
2009,2009,Import,Bahrain,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,United Arab Emirates, United Arab Emirates,32787,26.1551249,50.5344606,,
