yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2004,2004,Re-Export,Comoros,85,"Electrical, electronic equipment",Sub-Saharan Africa,Africa,1325
2004,2004,Re-Export,Comoros,85,"Electrical, electronic equipment",World,World,1325
