yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Afghanistan,World,81.0,Other base metals; cermets; articles thereof,1280126.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2014,2014.0,Import,Afghanistan,China,81.0,Other base metals; cermets; articles thereof,812157.0,,33.7680065,66.2385139,35.000074,104.999927
2014,2014.0,Import,Afghanistan,Pakistan,81.0,Other base metals; cermets; articles thereof,467969.0,,33.7680065,66.2385139,30.3308401,71.247499
