yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,14606,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,165473,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,197,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1327466,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,566608,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,388241,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,19285,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,379129,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,16082,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,384531,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,5889341,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Malta, Malta,660,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,112300,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,205938,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,12681,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1175777,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,698954,26.1551249,50.5344606,,
