yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Armenia,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13490011.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2016,2016.0,Export,Armenia,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",419968.0,,40.7696272,44.6736646,50.6402809,4.6667145
2016,2016.0,Export,Armenia,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",540543.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2016,2016.0,Export,Armenia,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",989416.0,,40.7696272,44.6736646,51.1638175,10.4478313
2016,2016.0,Export,Armenia,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1609837.0,,40.7696272,44.6736646,32.6475314,54.5643516
2016,2016.0,Export,Armenia,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",217548.0,,40.7696272,44.6736646,64.6863136,97.7453061
2016,2016.0,Export,Armenia,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100.0,,40.7696272,44.6736646,25.6242618,42.3528328
2016,2016.0,Export,Armenia,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18.0,,40.7696272,44.6736646,59.6749712,14.5208584
2016,2016.0,Export,Armenia,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1453706.0,,40.7696272,44.6736646,46.7985624,8.2319736
2016,2016.0,Export,Armenia,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7303102.0,,40.7696272,44.6736646,24.0002488,53.9994829
2016,2016.0,Export,Armenia,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",950683.0,,40.7696272,44.6736646,49.4871968,31.2718321
2016,2016.0,Export,Armenia,"Areas, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5091.0,,40.7696272,44.6736646,,
